intgeocode,intgeoname,intgeography_2001_id,latitude,longitude
S02000516,Kirkcaldy Central,516,56.1116,-3.1607
S02000517,Kirkcaldy Raith,517,56.114,-3.2094
S02000518,Kirkcaldy Bennochy East,518,56.1154,-3.1676
S02000519,Cowdenbeath North,519,56.1149,-3.3474
S02000520,Kirkcaldy Bennochy West,520,56.1182,-3.1761
S02000521,Saline and Gowkall,521,56.1158,-3.5292
S02000522,Kirkcaldy Pathhead,522,56.1217,-3.1395
S02000523,Kirkcaldy Newliston and Redcraigs,523,56.1246,-3.1979
S02000524,Kirkcaldy Hayfield and Smeaton,524,56.1258,-3.159
S02000525,Lochgelly West and Lumphinnans,525,56.1246,-3.3178
S02000526,Kirkcaldy Templehall East,526,56.1273,-3.1781
S02000527,Kirkcaldy Templehall West,527,56.1274,-3.19
S02000528,Dysart,528,56.1307,-3.1222
S02000529,Lochgelly East,529,56.1318,-3.3083
S02000530,Kirkcaldy Gallatown and Sinclairtown,530,56.1347,-3.1382
S02000531,Kelty East,531,56.1342,-3.3974
S02000532,Kelty West,532,56.1359,-3.389
S02000533,Kirkcaldy Dunnikier,533,56.1384,-3.1774
S02000534,Cardenden,534,56.14,-3.2794
S02000535,Kirkcaldy Chapel,535,56.1445,-3.2085
S02000536,Lochore and Crosshill,536,56.1524,-3.3359
S02000537,Wemyss,537,56.1612,-3.098
S02000538,Ballingry,538,56.1642,-3.3276
S02000539,Thornton and Kinglassie,539,56.1655,-3.2109
S02000540,Buckhaven and Muiredge,540,56.172,-3.0375
S02000541,Methil Denbeath,541,56.1801,-3.0372
S02000542,Glenrothes Stenton and Finglassie,542,56.1802,-3.1827
S02000543,Methil West,543,56.1832,-3.0226
S02000544,Glenrothes Pitteuchar,544,56.186,-3.1608
S02000545,Glenrothes Woodside,545,56.1875,-3.1475
S02000546,Methil East,546,56.1893,-3.0116
S02000547,Methil Methilhill,547,56.1892,-3.0358
S02000548,Glenrothes Caskieberran and Rimbleton,548,56.1908,-3.1909
S02000549,Glenrothes Auchmuty,549,56.1925,-3.1707
S02000550,Windygates and Coaltown,550,56.1938,-3.0878
S02000551,Leslie and Newcastle,551,56.1927,-3.2371
S02000552,Leven West,552,56.1974,-3.0105
S02000553,Glenrothes Macedonia and Tanshall,553,56.1964,-3.2026
S02000554,Glenrothes South Parks,554,56.1983,-3.1763
S02000555,Leven North,555,56.2032,-3.0044
S02000556,Glenrothes Cadham and Pitcoudie,556,56.2046,-3.1659
S02000557,Kennoway,557,56.21,-3.0474
S02000558,St Monans and Pittenweem,558,56.2146,-2.769
S02000559,"Glenrothes Balfarg, Pitcairn and Coul",559,56.2135,-3.1588
S02000560,Glenrothes Collydean,560,56.2136,-3.1854
S02000561,Glenrothes Balgeddie,561,56.2151,-3.2355
S02000562,Markinch and Star,562,56.2211,-3.1225
S02000563,Largo,563,56.2317,-2.9305
S02000564,"Elie, Colinsburgh and Largoward",564,56.2349,-2.8146
S02000565,Anstruther,565,56.2416,-2.7034
S02000566,Leven East and Bonnybank,566,56.24,-3.0168
S02000567,Falkland and Freuchie,567,56.2442,-3.2137
S02000568,Kettle and Ladybank,568,56.2822,-3.116
S02000569,Crail and Boarhills,569,56.2869,-2.6832
S02000570,Auchtermuchty and Gateside,570,56.2841,-3.2657
S02000571,"Dairsie, Ceres and Dunino",571,56.2966,-2.8974
S02000572,St Andrews South West,572,56.3133,-2.8189
S02000573,Cupar West and Springfield,573,56.3123,-3.0466
S02000574,Cupar East,574,56.319,-3.0008
S02000575,Cupar Central,575,56.3203,-3.0182
S02000576,St Andrews South East,576,56.3315,-2.7903
S02000577,St Andrews Central,577,56.3383,-2.7938
S02000578,St Andrews North and Strathkinness,578,56.3394,-2.8719
S02000579,Newburgh,579,56.3521,-3.16
S02000580,Leuchars and Guardbridge,580,56.3869,-2.8645
S02000581,Balmullo and Gauldry,581,56.3956,-2.9579
S02000582,Newport and Wormit,582,56.4316,-2.9598
S02000583,Tayport,583,56.4462,-2.881
S02000584,Carmunnock South,584,55.7955,-4.2437
S02000585,Glenwood South,585,55.8017,-4.2306
S02000586,Darnley West,586,55.802,-4.3559
S02000587,Darnley East,587,55.8032,-4.3294
S02000588,Glenwood North,588,55.8083,-4.2222
S02000589,Castlemilk,589,55.809,-4.2369
S02000590,Darnley North,590,55.809,-4.345
S02000591,Carmunnock North,591,55.8116,-4.253
S02000592,Carnwadric West,592,55.8119,-4.3198
S02000593,Muirend and Old Cathcart,593,55.813,-4.2702
S02000594,Carnwadric East,594,55.8136,-4.3059
S02000595,Kingspark South,595,55.816,-4.2397
S02000596,Newlands,596,55.8166,-4.2905
S02000597,Nitshill,597,55.8169,-4.3474
S02000598,Merrylee and Millbrae,598,55.8193,-4.2746
S02000599,Cathcart,599,55.8197,-4.259
S02000600,Kingspark North,600,55.8221,-4.2427
S02000601,Crookston South,601,55.8212,-4.3544
S02000602,Pollokshaws,602,55.8226,-4.3152
S02000603,Mount Florida,603,55.8256,-4.2546
S02000604,Langside,604,55.8253,-4.277
S02000605,Shawlands East,605,55.8286,-4.2796
S02000606,Crookston North,606,55.8282,-4.3433
S02000607,Battlefield,607,55.8299,-4.2644
S02000608,Pollok South and West,608,55.8283,-4.3667
S02000609,Shawlands West,609,55.8304,-4.2834
S02000610,Toryglen and Oatlands,610,55.8333,-4.2385
S02000611,Shettleston South,611,55.8348,-4.1681
S02000612,Maxwell Park,612,55.8345,-4.3012
S02000613,Carmyle and Mount Vernon South,613,55.8375,-4.1534
S02000614,Strathbungo,614,55.8355,-4.2713
S02000615,Govanhill East and Aikenhead,615,55.8362,-4.2517
S02000616,Govanhill West,616,55.8373,-4.2608
S02000617,Pollok North and East,617,55.836,-4.3491
S02000618,Baillieston East,618,55.8414,-4.1134
S02000619,Dalmarnock,619,55.8408,-4.2171
S02000620,Braidfauld,620,55.8414,-4.1866
S02000621,Mosspark,621,55.8399,-4.325
S02000622,Pollokshields East,622,55.8416,-4.2697
S02000623,Mount Vernon North and Sandyhills,623,55.8443,-4.1385
S02000624,Pollokshields West,624,55.8435,-4.2876
S02000625,Cardonald South and East,625,55.8427,-4.3391
S02000626,Baillieston West,626,55.8466,-4.1226
S02000627,Cardonald West and Central,627,55.8431,-4.3586
S02000628,Gorbals and Hutchesontown,628,55.8455,-4.2477
S02000629,Parkhead East and Braidfauld North,629,55.8478,-4.1836
S02000630,Tollcross,630,55.8496,-4.173
S02000631,Kingston West and Dumbreck,631,55.8478,-4.2948
S02000632,Shettleston North,632,55.8504,-4.1587
S02000633,Parkhead West and Barrowfield,633,55.8499,-4.2103
S02000634,Laurieston and Tradeston,634,55.8495,-4.2636
S02000635,"Calton, Galllowgate and Bridgeton",635,55.8505,-4.2348
S02000636,Garrowhill West,636,55.8525,-4.1273
S02000637,Cardonald North,637,55.8492,-4.3463
S02000638,Craigton,638,55.8505,-4.3283
S02000639,Hillington,639,55.8513,-4.3581
S02000640,Greenfield,640,55.8556,-4.1608
S02000641,Penilee,641,55.8518,-4.3705
S02000642,Kinning Park and Festival Park,642,55.8538,-4.2861
S02000643,Old Shettleston and Parkhead North,643,55.8563,-4.1859
S02000644,Ibrox East and Cessnock,644,55.8544,-4.2981
S02000645,Garrowhill East and Swinton,645,55.8579,-4.1068
S02000646,Barlanark,646,55.8577,-4.1399
S02000647,Gallowgate North and Bellgrove,647,55.8576,-4.2295
S02000648,Carntyne West and Haghill,648,55.8584,-4.2055
S02000649,Ibrox,649,55.8574,-4.307
S02000650,Dennistoun,650,55.8607,-4.2246
S02000651,Anderston,651,55.861,-4.2751
S02000652,North Barlanark and Easterhouse South,652,55.8638,-4.1284
S02000653,Easterhouse East,653,55.8646,-4.0907
S02000654,"Cranhill, Lightburn and Queenslie South",654,55.8634,-4.1663
S02000655,City Centre West,655,55.8619,-4.2616
S02000656,Govan and Linthouse,656,55.8611,-4.3208
S02000657,Carntyne,657,55.8641,-4.1875
S02000658,City Centre East,658,55.8641,-4.2449
S02000659,Dennistoun North and Alexandra Parade,659,55.8647,-4.2124
S02000660,Drumoyne and Shieldhall,660,55.8626,-4.3477
S02000661,Finnieston and Kelvinhaugh,661,55.8639,-4.2899
S02000662,Central Easterhouse,662,55.8684,-4.109
S02000663,Craigend and Ruchazie,663,55.8717,-4.1529
S02000664,Hillhead,664,55.8696,-4.2975
S02000665,Woodlands,665,55.8703,-4.2758
S02000666,"Roystonhill, Blochairn, and Provanmill",666,55.8717,-4.2135
S02000667,Riddrie and Hogganfield,667,55.8727,-4.1789
S02000668,Glasgow Harbour and  Partick South,668,55.8702,-4.3199
S02000669,Woodside,669,55.8722,-4.262
S02000670,Sighthill,670,55.8747,-4.224
S02000671,Partick,671,55.8734,-4.3147
S02000672,Kelvingrove and University,672,55.8739,-4.2909
S02000673,Whiteinch,673,55.8732,-4.3383
S02000674,"Garthamlock, Auchinlea and Gartloch",674,55.8778,-4.1175
S02000675,Firhill,675,55.8763,-4.2713
S02000676,Cowlairs and Port Dundas,676,55.8775,-4.2445
S02000677,Partickhill and Hyndland,677,55.8765,-4.31
S02000678,Blackhill and Barmulloch East,678,55.8799,-4.1918
S02000679,Broomhill,679,55.8779,-4.3226
S02000680,Petershill,680,55.88,-4.2219
S02000681,Dowanhill,681,55.8787,-4.2999
S02000682,Victoria Park,682,55.8781,-4.3332
S02000683,North Kelvin,683,55.8793,-4.2848
S02000684,Scotstoun South and West,684,55.8794,-4.3562
S02000685,Keppochhill,685,55.8813,-4.263
S02000686,Scotstoun North and East,686,55.8814,-4.3476
S02000687,Barmulloch,687,55.8849,-4.2066
S02000688,Ruchill,688,55.8852,-4.2809
S02000689,Kelvinside and Jordanhill,689,55.8851,-4.3269
S02000690,Kelvindale,690,55.8871,-4.3037
S02000691,Springburn,691,55.8893,-4.2228
S02000692,Possil Park,692,55.889,-4.2576
S02000693,Wyndford,693,55.889,-4.293
S02000694,Springburn East and Cowlairs,694,55.8901,-4.2348
S02000695,Robroyston and Millerston,695,55.8912,-4.1797
S02000696,Yoker South,696,55.8879,-4.3766
S02000697,Balornock,697,55.8927,-4.2064
S02000698,Knightswood Park East,698,55.8905,-4.3468
S02000699,Knightswood East,699,55.8907,-4.3605
S02000700,Maryhill West,700,55.8945,-4.2936
S02000701,Milton West,701,55.8954,-4.2585
S02000702,Anniesland East,702,55.8947,-4.3146
S02000703,Knightswood West,703,55.8941,-4.369
S02000704,Maryhill East,704,55.8959,-4.2797
S02000705,Anniesland West,705,55.895,-4.3332
S02000706,Knightswood Park West,706,55.8949,-4.3558
S02000707,Yoker North,707,55.8958,-4.3761
S02000708,Milton East,708,55.8986,-4.2437
S02000709,Blairdardie East,709,55.9015,-4.3434
S02000710,Summerston North,710,55.9026,-4.3024
S02000711,Blairdardie West,711,55.9029,-4.3668
S02000712,Drumchapel South,712,55.9081,-4.3604
S02000713,Summerston Central and West,713,55.9126,-4.2758
S02000714,Drumry West,714,55.9113,-4.3811
S02000715,Drumchapel North,715,55.9151,-4.3582
S02000716,Drumry East,716,55.9166,-4.372
S02000717,Fort William South,717,56.775,-5.054
S02000718,Lochaber West,718,56.8063,-5.6546
S02000719,Fort William North,719,56.8422,-5.1043
S02000720,Lochaber East and North,720,56.8722,-4.9404
S02000721,Badenoch and Strathspey South,721,57.0173,-4.1426
S02000722,Loch Ness,722,57.2115,-4.6142
S02000723,Badenoch and Strathspey Central,723,57.2315,-3.7861
S02000724,Skye South,724,57.2275,-6.0858
S02000725,Lochlash,725,57.2597,-5.3634
S02000726,Badenoch and Strathspey North,726,57.3127,-3.5799
S02000727,Inverness East Rural,727,57.3206,-4.1227
S02000728,Inverness West Rural,728,57.37,-4.8077
S02000729,Inverness Inshes and Slackbuie,729,57.4181,-4.228
S02000730,Inverness Lochardil and Holm Mains,730,57.4477,-4.2469
S02000731,Inverness Kinmylies and South West,731,57.4508,-4.2871
S02000732,Inverness Drummond,732,57.4606,-4.2251
S02000733,Inverness Hilton,733,57.4638,-4.2082
S02000734,Inverness Drakies,734,57.4683,-4.2002
S02000735,Inverness Ballifeary and Dalneigh,735,57.4691,-4.2414
S02000736,Inverness Crown and Haugh,736,57.4718,-4.2181
S02000737,Inverness Westhill,737,57.4767,-4.1522
S02000738,Nairn Rural,738,57.4842,-3.847
S02000739,Inverness Muirtown,739,57.4795,-4.2389
S02000740,Inverness Smithton,740,57.4847,-4.1444
S02000741,Inverness Scorguie,741,57.4829,-4.2571
S02000742,"Inverness Central, Raigmore and Longman",742,57.4846,-4.2114
S02000743,Inverness Culloden and Balloch,743,57.4906,-4.1204
S02000744,Inverness Merkinch,744,57.4889,-4.2422
S02000745,Skye North East,745,57.4598,-6.1533
S02000746,Skye North West,746,57.4796,-6.4571
S02000747,Conon and Muir of Ord,747,57.5359,-4.4644
S02000748,Black Isle South,748,57.568,-4.2265
S02000749,Nairn West,749,57.5826,-3.8882
S02000750,Nairn East,750,57.5851,-3.8595
S02000751,Ross and Cromarty South West,751,57.563,-5.5506
S02000752,Dingwall,752,57.6012,-4.4324
S02000753,Black Isle North,753,57.616,-4.2424
S02000754,Ross and Cromarty Central,754,57.6168,-4.9066
S02000755,Alness,755,57.6919,-4.2647
S02000756,Invergordon,756,57.7024,-4.1876
S02000757,Ross and Cromarty East,757,57.7385,-4.4092
S02000758,Seaboard,758,57.7802,-3.9571
S02000759,Tain,759,57.7929,-4.099
S02000760,Ross and Cromarty North West,760,57.8763,-5.2093
S02000761,Sutherland South,761,58.0109,-4.4858
S02000762,Sutherland East,762,58.1722,-3.9493
S02000763,Caithness South,763,58.2981,-3.4551
S02000764,Sutherland North and West,764,58.3663,-4.6049
S02000765,Wick South,765,58.4362,-3.0902
S02000766,Wick North,766,58.4487,-3.0714
S02000767,Caithness North West,767,58.4665,-3.5981
S02000768,Caithness North East,768,58.5385,-3.2306
S02000769,Thurso East,769,58.5911,-3.5178
S02000770,Thurso West,770,58.5978,-3.5397
S02000771,Kilmacolm Central,771,55.8925,-4.6268
S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",772,55.891,-4.7188
S02000773,Inverkip and Wemyss Bay,773,55.8948,-4.8604
S02000774,Port Glasgow Upper East,774,55.9213,-4.6561
S02000775,"Port Glasgow Mid, East and Central",775,55.9261,-4.6453
S02000776,"Port Glasgow Upper, West and Central",776,55.9323,-4.6903
S02000777,"West Braeside, East Inverkip and West Gourock",777,55.9323,-4.8523
S02000778,Greenock East,778,55.9385,-4.7251
S02000779,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",779,55.9409,-4.7808
S02000780,Greenock Upper Central,780,55.9431,-4.7632
S02000781,Greenock Town Centre and East Central,781,55.9439,-4.7489
S02000782,"Braeside, Branchton, Lower Larkfield and Ravenscra",782,55.9438,-4.8221
S02000783,"Lower Bow & Larkfield, Fancy Farm, Mallard Bowl",783,55.946,-4.7945
S02000784,Greenock West and Central,784,55.9512,-4.7721
S02000785,"Gourock Central, Upper East and IRH",785,55.9511,-4.8101
S02000786,Gourock Upper and West Central & Upper Larkfield,786,55.9545,-4.8254
S02000787,"Gourock East, Greenock West and Lyle Road",787,55.9566,-4.7879
S02000788,Rural South Midlothian,788,55.803,-3.1694
S02000789,Penicuik Southeast,789,55.8279,-3.2221
S02000790,Penicuik Southwest,790,55.8313,-3.2361
S02000791,Penicuik East,791,55.8353,-3.2125
S02000792,Penicuik North,792,55.8388,-3.2239
S02000793,Gorebridge and Middleton,793,55.8428,-3.0464
S02000794,Pathhead and Rural East Midlothian,794,55.8455,-2.9723
S02000795,North Gorebridge,795,55.8534,-3.0572
S02000796,Newbattle and Dalhousie,796,55.8641,-3.0906
S02000797,Pentland,797,55.8631,-3.2254
S02000798,Newtongrange,798,55.8663,-3.0604
S02000799,Mayfield,799,55.8696,-3.038
S02000800,Bonnyrigg South,800,55.8702,-3.1219
S02000801,Easthouses,801,55.8784,-3.0461
S02000802,Bonnyrigg North,802,55.8779,-3.1211
S02000803,Loanhead,803,55.8804,-3.1501
S02000804,Eskbank,804,55.8864,-3.0783
S02000805,Dalkeith,805,55.891,-3.0608
S02000806,Thornybank,806,55.9007,-3.0424
S02000807,Shawfair,807,55.9054,-3.0971
S02000808,IZ One,808,57.2962,-3.2832
S02000809,IZ Two,809,57.5022,-3.2967
S02000810,IZ Three,810,57.5238,-2.9562
S02000811,IZ Four,811,57.5435,-2.9563
S02000812,IZ Five,812,57.5417,-3.5806
S02000813,IZ Six,813,57.599,-3.0299
S02000814,IZ Seven,814,57.6039,-3.6242
S02000815,IZ Eight,815,57.6142,-3.4633
S02000816,IZ Nine,816,57.6163,-3.3054
S02000817,IZ Ten,817,57.6242,-3.6019
S02000818,IZ Eleven,818,57.6373,-3.3149
S02000819,IZ Twelve,819,57.6396,-3.2996
S02000820,IZ Thirteen,820,57.6506,-2.8738
S02000821,IZ Fourteen,821,57.6498,-3.0971
S02000822,IZ Fifteen,822,57.6482,-3.3308
S02000823,IZ Sixteen,823,57.6489,-3.2987
S02000824,IZ Seventeen,824,57.6547,-3.3147
S02000825,IZ Eighteen,825,57.66,-3.3199
S02000826,IZ Nineteen,826,57.6619,-3.2228
S02000827,IZ Twenty,827,57.6709,-2.9708
S02000828,IZ Twenty One,828,57.6815,-2.9295
S02000829,IZ Twenty Two,829,57.6948,-3.3774
S02000830,IZ Twenty Three,830,57.7119,-3.2749
S02000831,IZ Twenty Four,831,57.7152,-3.3002
S02000832,Arran,832,55.5717,-5.2376
S02000833,Irvine Tarryholme,833,55.6033,-4.6504
S02000834,Dreghorn,834,55.6082,-4.6225
S02000835,Irvine Fullarton,835,55.6101,-4.6776
S02000836,Irvine Broomlands,836,55.6128,-4.6274
S02000837,Irvine Bourtreehill,837,55.6171,-4.6267
S02000838,Irvine Central,838,55.6189,-4.6673
S02000839,Irvine East,839,55.6217,-4.655
S02000840,Irvine Girdle Toll and Staneca,840,55.6236,-4.6414
S02000841,Irvine Castlepark South,841,55.6264,-4.6654
S02000842,Springside and Rural,842,55.6307,-4.6168
S02000843,Irvine Perceton and Lawthorn,843,55.6319,-4.6294
S02000844,Stevenston Ardeer,844,55.631,-4.7144
S02000845,Irvine Castlepark North,845,55.6342,-4.6703
S02000846,Saltcoats Central,846,55.6356,-4.786
S02000847,Stevenston North West,847,55.6401,-4.7625
S02000848,Saltcoats North West,848,55.6428,-4.7917
S02000849,Ardrossan Central,849,55.6432,-4.8084
S02000850,Stevenston Hayocks,850,55.646,-4.7456
S02000851,Kilwinning West and Blacklan,851,55.6484,-4.693
S02000852,Saltcoats North East,852,55.6467,-4.7826
S02000853,Kilwinning Pennyburn,853,55.6489,-4.718
S02000854,Ardrossan North West,854,55.651,-4.8155
S02000855,Ardrossan North East,855,55.6537,-4.8037
S02000856,Kilwinning Whitehirst Park and Woodside,856,55.6565,-4.717
S02000857,Kilwinning Central and North,857,55.6575,-4.7023
S02000858,West Kilbride and Seamill,858,55.6911,-4.8579
S02000859,Dalry East and Rural,859,55.6973,-4.6641
S02000860,Fairlie and Rural,860,55.6992,-4.8111
S02000861,Dalry West,861,55.7083,-4.7279
S02000862,Beith East and Rural,862,55.7407,-4.597
S02000863,Kilbirnie South and Longbar,863,55.7451,-4.6826
S02000864,Beith West,864,55.7478,-4.647
S02000865,Kilbirnie North,865,55.7583,-4.689
S02000866,Largs Central and Cumbrae,866,55.769,-4.9168
S02000867,Skelmorlie and Rural,867,55.79,-4.7803
S02000868,Largs South,868,55.7885,-4.8597
S02000869,Largs North,869,55.8045,-4.8671
S02000870,Overtown,870,55.7589,-3.9393
S02000871,Pather,871,55.7687,-3.9262
S02000872,Wishaw East,872,55.7699,-3.8887
S02000873,Wishaw South,873,55.7703,-3.9135
S02000874,Netherton and Kirkhill,874,55.7707,-3.9536
S02000875,Newmains,875,55.7789,-3.8668
S02000876,Muirhouse and Knowetop,876,55.7792,-3.9798
S02000877,Wishaw North,877,55.783,-3.9284
S02000878,Craigneuk Wishaw,878,55.7842,-3.9568
S02000879,Ladywell,879,55.7857,-4.0068
S02000880,Coltness,880,55.7897,-3.9122
S02000881,Motherwell South,881,55.7899,-3.9839
S02000882,Motherwell West,882,55.7919,-4.0114
S02000883,Motherwell North,883,55.7978,-4.0099
S02000884,Allanton,884,55.8012,-3.8206
S02000885,Cleland,885,55.8005,-3.9327
S02000886,Forgewood,886,55.801,-4.018
S02000887,"Carfin, Cleekhimin and New Stevenston",887,55.8063,-3.9772
S02000888,Orbiston,888,55.8098,-4.0269
S02000889,Stane,889,55.817,-3.7838
S02000890,Milnwood,890,55.8141,-4.0072
S02000891,Newarthill,891,55.8154,-3.9408
S02000892,Bellshill South,892,55.8164,-4.0286
S02000893,Holytown,893,55.8184,-3.9768
S02000894,Shotts,894,55.8225,-3.8037
S02000895,Fallside,895,55.8213,-4.0579
S02000896,Carfin North,896,55.8241,-3.959
S02000897,Hattonrigg,897,55.8259,-4.0122
S02000898,Bellshill Central,898,55.826,-4.0318
S02000899,Viewpark,899,55.8351,-4.0528
S02000900,Shawhead and Whifflet,900,55.8385,-4.0036
S02000901,Birkenshaw,901,55.8375,-4.0814
S02000902,Chapelhall West,902,55.8418,-3.9623
S02000903,Chapelhall East,903,55.8434,-3.9483
S02000904,Greenend and Carnbroe,904,55.8436,-3.9898
S02000905,Kirkshaws,905,55.8435,-4.0346
S02000906,Harthill and Salsburgh,906,55.8486,-3.8313
S02000907,Kirkwood and Bargeddie,907,55.851,-4.0698
S02000908,Cairnhill,908,55.8527,-3.979
S02000909,Dundyvan,909,55.8522,-4.0323
S02000910,Petersburn,910,55.8555,-3.9557
S02000911,Cliftonville South,911,55.859,-4.0144
S02000912,Gartlea,912,55.8614,-3.9657
S02000913,Coatbridge West,913,55.8603,-4.0388
S02000914,Craigneuk Airdrie,914,55.8631,-3.9431
S02000915,Coatdyke and Whinhall,915,55.8633,-3.9954
S02000916,Sunnyside and Cliftonville,916,55.8683,-4.0235
S02000917,Drumgelloch,917,55.8694,-3.9585
S02000918,Airdrie North,918,55.8742,-3.9716
S02000919,Townhead,919,55.8731,-4.057
S02000920,Thrashbush,920,55.8747,-3.9867
S02000921,Caldercruix and Plains,921,55.8872,-3.8692
S02000922,Glenmavis and Greengairs,922,55.9037,-3.9605
S02000923,Stepps,923,55.9013,-4.151
S02000924,Gartcosh and Marnock,924,55.9061,-4.0503
S02000925,Chryston and Muirhead,925,55.9092,-4.1062
S02000926,Moodiesburn West,926,55.911,-4.0884
S02000927,Moodiesburn East,927,55.9186,-4.0693
S02000928,Condorrat,928,55.9346,-4.0204
S02000929,Greenfaulds,929,55.938,-3.9788
S02000930,Westfield,930,55.9401,-4.0426
S02000931,Seafar,931,55.9423,-3.9942
S02000932,Abronhill South,932,55.9477,-3.9231
S02000933,Balloch East,933,55.9476,-4.0215
S02000934,Cumbernauld Central,934,55.9484,-3.9894
S02000935,Kildrum,935,55.9526,-3.9712
S02000936,Balloch West,936,55.9541,-4.015
S02000937,Abronhill North,937,55.9634,-3.9496
S02000938,Carrickstone,938,55.9635,-4.001
S02000939,Village and Castlecary,939,55.9671,-3.9669
S02000940,Kilsyth Bogside,940,55.9741,-4.0613
S02000941,Balmalloch,941,55.9878,-4.1021
S02000942,Kilsyth East and Croy,942,55.9952,-4.0326
S02000943,East Mainland,943,58.9474,-2.8884
S02000944,West Kirkwall,944,58.9775,-2.9625
S02000945,East Kirkwall,945,58.9816,-2.95
S02000946,"Stromness, Sandwick and Stenness",946,58.9981,-3.2744
S02000947,Isles,947,59.0381,-2.9726
S02000948,West Mainland,948,59.0512,-3.1637
S02000949,"Powmill, Cleish and Scotlandwell",949,56.182,-3.4332
S02000950,Kinross,950,56.2072,-3.4333
S02000951,Milnathort and Crook of Devon,951,56.2223,-3.5565
S02000952,"Muthill, Greenloaning and Gleneagles",952,56.2769,-3.826
S02000953,Auchterarder,953,56.2955,-3.7143
S02000954,"Glenfarg, Dunning and Rhynd",954,56.3133,-3.5027
S02000955,Bridge of Earn and Abernethy,955,56.3229,-3.3718
S02000956,Aberuthven and Almondbank,956,56.3723,-3.6372
S02000957,Crieff South,957,56.3697,-3.8405
S02000958,Crieff North,958,56.3773,-3.8417
S02000959,Moncrieffe and Friarton,959,56.3831,-3.4327
S02000960,"Comrie, Gilmerton and St Fillans",960,56.3793,-4.0037
S02000961,Gannochy and Walnut Grove,961,56.3916,-3.4014
S02000962,Burghmuir and Oakbank,962,56.3922,-3.4701
S02000963,"Viewlands, Craigie and Wellshill",963,56.3945,-3.4505
S02000964,"Central, North Inch and South Inch",964,56.3975,-3.4346
S02000965,Letham,965,56.4027,-3.4708
S02000966,Western Edge,966,56.4032,-3.4803
S02000967,Muirton,967,56.4076,-3.4434
S02000968,Scone,968,56.4084,-3.3872
S02000969,"Hillyland, Tulloch and Inveralmond",969,56.4133,-3.466
S02000970,Errol and Inchture,970,56.4191,-3.2048
S02000971,North Muirton and Old Scone,971,56.4278,-3.4414
S02000972,"Guildtown, Balbeggie and St Madoes",972,56.4344,-3.3372
S02000973,"Invergowrie, Longforgan and Abernyte",973,56.4657,-3.179
S02000974,Luncarty and Dunkeld,974,56.5131,-3.6418
S02000975,Stanley and Murthly,975,56.5216,-3.4675
S02000976,Coupar Angus and Meigle,976,56.5424,-3.2539
S02000977,Blairgowrie West,977,56.5834,-3.3364
S02000978,Blairgowrie East (Rattray),978,56.5989,-3.3371
S02000979,Alyth,979,56.6478,-3.262
S02000980,Pitlochry,980,56.6591,-3.6664
S02000981,Rannoch and Aberfeldy,981,56.6542,-4.1714
S02000982,"Blair Atholl, Strathardle and Glenshee",982,56.7627,-3.6066
S02000983,Lochwinnoch,983,55.7965,-4.6281
S02000984,Renfrewshire Rural South & Howwood,984,55.8073,-4.609
S02000985,Paisley Glenburn West,985,55.8207,-4.4398
S02000986,Paisley Glenburn East,986,55.8232,-4.428
S02000987,Paisley Foxbar,987,55.8225,-4.4681
S02000988,Johnstone South West,988,55.8218,-4.5308
S02000989,Paisley Dykebar,989,55.826,-4.3953
S02000990,Paisley South West,990,55.828,-4.4497
S02000991,Paisley South East,991,55.8302,-4.4171
S02000992,Johnstone South East,992,55.8292,-4.5057
S02000993,Paisley South,993,55.8328,-4.434
S02000994,Johnstone North West,994,55.8316,-4.5251
S02000995,Paisley West,995,55.8348,-4.4572
S02000996,Kilbarchan,996,55.8342,-4.5472
S02000997,Paisley East,997,55.8372,-4.4042
S02000998,Johnstone North East,998,55.8391,-4.4962
S02000999,Elderslie and Phoenix,999,55.8399,-4.4797
S02001000,Paisley Central,1000,55.8425,-4.4232
S02001001,Paisley North West,1001,55.8424,-4.4471
S02001002,Paisley Ralston,1002,55.8464,-4.3829
S02001003,Paisley Ferguslie,1003,55.8478,-4.4512
S02001004,Paisley North East,1004,55.8491,-4.4016
S02001005,Linwood South,1005,55.8481,-4.4951
S02001006,Linwood North,1006,55.8511,-4.5068
S02001007,Paisley Gallowhill and Hillington,1007,55.8593,-4.3915
S02001008,Bridge of Weir,1008,55.8557,-4.5787
S02001009,Houston South,1009,55.8603,-4.5296
S02001010,Paisley North,1010,55.8643,-4.4327
S02001011,Renfrew South,1011,55.8663,-4.3963
S02001012,Houston North,1012,55.8652,-4.5444
S02001013,Renfrew East,1013,55.8711,-4.3822
S02001014,Renfrew West,1014,55.8709,-4.4067
S02001015,Renfrewshire Rural North and Langbank,1015,55.8753,-4.5444
S02001016,Renfrew North,1016,55.8815,-4.3874
S02001017,Erskine East and Inchinnan,1017,55.8955,-4.4326
S02001018,Erskine Central,1018,55.8963,-4.4501
S02001019,Erskine West,1019,55.9044,-4.4677
S02001020,Bishopton,1020,55.9081,-4.5026
S02001021,Newcastleton and Teviot area,1021,55.3301,-2.8234
S02001022,Hawick West End,1022,55.4179,-2.8013
S02001023,Hawick Central,1023,55.4239,-2.7806
S02001024,Hawick North,1024,55.4301,-2.789
