hb_code,ind_no,ind_name,year,number,measure,lci,uci
S08000008,40,% of diabetes pop (T2) with recorded microalbumin,2012,9353,70.90978014,70.12867638,71.67870746
S08000009,40,% of diabetes pop (T2) with recorded microalbumin,2012,17265,65.25436541,64.67842532,65.8258764
S08000010,40,% of diabetes pop (T2) with recorded microalbumin,2012,21447,69.78038067,69.26454094,70.29127629
S08000011,40,% of diabetes pop (T2) with recorded microalbumin,2012,742,84.60661345,82.0676226,86.8437458
S08000012,40,% of diabetes pop (T2) with recorded microalbumin,2012,666,75.59591373,72.65249367,78.31708099
S08000013,40,% of diabetes pop (T2) with recorded microalbumin,2012,15657,83.25977134,82.71938716,83.78656928
S08000014,40,% of diabetes pop (T2) with recorded microalbumin,2012,868,81.12149533,78.66685704,83.35346328
S00000001,41,% of diabetes pop (T1) with recorded eGFR,2012,14659,56.71231817,56.10732788,57.31531355
S08000001,41,% of diabetes pop (T1) with recorded eGFR,2012,414,21.16564417,19.41277869,23.03154946
S08000002,41,% of diabetes pop (T1) with recorded eGFR,2012,489,88.58695652,85.66343107,90.97710825
S08000003,41,% of diabetes pop (T1) with recorded eGFR,2012,192,23.76237624,20.95604221,26.81702091
S08000004,41,% of diabetes pop (T1) with recorded eGFR,2012,1022,57.31912507,55.00993717,59.59684163
S08000005,41,% of diabetes pop (T1) with recorded eGFR,2012,1148,78.90034364,76.72908627,80.91939318
S08000006,41,% of diabetes pop (T1) with recorded eGFR,2012,2390,85.54044381,84.18754135,86.79574805
S08000007,41,% of diabetes pop (T1) with recorded eGFR,2012,3900,67.97978037,66.76079156,69.17470612
S08000008,41,% of diabetes pop (T1) with recorded eGFR,2012,1328,83.26018809,81.34854422,85.01200081
S08000009,41,% of diabetes pop (T1) with recorded eGFR,2012,613,19.4171682,18.07482214,20.83385333
S08000010,41,% of diabetes pop (T1) with recorded eGFR,2012,1399,35.60702469,34.12447219,37.11769531
S08000011,41,% of diabetes pop (T1) with recorded eGFR,2012,90,86.53846154,78.66477402,91.80895782
S08000012,41,% of diabetes pop (T1) with recorded eGFR,2012,110,96.49122807,91.32402851,98.62722809
S08000013,41,% of diabetes pop (T1) with recorded eGFR,2012,1450,85.34432019,83.58288579,86.94628145
S08000014,41,% of diabetes pop (T1) with recorded eGFR,2012,114,69.09090909,61.67242299,75.64065625
S00000001,42,% of diabetes pop (T2) with recorded eGFR,2012,160627,70.50145939,70.31385491,70.68837252
S08000001,42,% of diabetes pop (T2) with recorded eGFR,2012,6010,31.97488827,31.31188032,32.64526281
S08000002,42,% of diabetes pop (T2) with recorded eGFR,2012,4743,91.98991466,91.21731982,92.69998493
S08000003,42,% of diabetes pop (T2) with recorded eGFR,2012,2632,34.97209673,33.90259219,36.05693524
S08000004,42,% of diabetes pop (T2) with recorded eGFR,2012,12972,76.21621622,75.57069794,76.84990259
S08000005,42,% of diabetes pop (T2) with recorded eGFR,2012,11822,90.33391916,89.81574361,90.82842216
S08000006,42,% of diabetes pop (T2) with recorded eGFR,2012,21053,95.54778978,95.26742041,95.81227952
S08000007,42,% of diabetes pop (T2) with recorded eGFR,2012,45276,86.71237599,86.41851659,87.00083363
S08000008,42,% of diabetes pop (T2) with recorded eGFR,2012,11884,90.10539086,89.58405839,90.60336689
S08000009,42,% of diabetes pop (T2) with recorded eGFR,2012,7702,29.11689097,28.57247165,29.66737508
S08000010,42,% of diabetes pop (T2) with recorded eGFR,2012,15720,51.15189379,50.59290883,51.71059081
S08000011,42,% of diabetes pop (T2) with recorded eGFR,2012,820,93.50057013,91.67184393,94.94985968
S08000012,42,% of diabetes pop (T2) with recorded eGFR,2012,843,95.68671964,94.13514507,96.8415902
S08000013,42,% of diabetes pop (T2) with recorded eGFR,2012,18213,96.87250678,96.61396467,97.11189793
S08000014,42,% of diabetes pop (T2) with recorded eGFR,2012,937,87.57009346,85.45779566,89.41358202
S00000001,43,% of diabetes pop (T1) with recorded eye screen,2012,22789,82.04860486,81.59283193,82.49551364
S08000001,43,% of diabetes pop (T1) with recorded eye screen,2012,1756,82.59642521,80.92634884,84.1489131
S08000002,43,% of diabetes pop (T1) with recorded eye screen,2012,467,77.96327212,74.4714624,81.09869069
S08000003,43,% of diabetes pop (T1) with recorded eye screen,2012,795,92.22737819,90.24680042,93.83324378
S08000004,43,% of diabetes pop (T1) with recorded eye screen,2012,1544,80.62663185,78.79586223,82.33476991
S08000005,43,% of diabetes pop (T1) with recorded eye screen,2012,1344,84.63476071,82.77766885,86.32468405
S08000006,43,% of diabetes pop (T1) with recorded eye screen,2012,2569,85.26385662,83.95326109,86.48464324
S08000007,43,% of diabetes pop (T1) with recorded eye screen,2012,5005,81.55450546,80.56447644,82.50505462
S08000008,43,% of diabetes pop (T1) with recorded eye screen,2012,1336,77.53917586,75.50860371,79.44721853
S08000009,43,% of diabetes pop (T1) with recorded eye screen,2012,2647,77.42029833,75.98847223,78.79057451
S08000010,43,% of diabetes pop (T1) with recorded eye screen,2012,3428,82.52286952,81.33806115,83.64757948
S08000011,43,% of diabetes pop (T1) with recorded eye screen,2012,103,90.35087719,83.54446042,94.52644154
S08000012,43,% of diabetes pop (T1) with recorded eye screen,2012,110,91.66666667,85.33762623,95.41068452
S08000013,43,% of diabetes pop (T1) with recorded eye screen,2012,1527,83.62541073,81.85782511,85.25180886
S08000014,43,% of diabetes pop (T1) with recorded eye screen,2012,158,88.26815642,82.73084675,92.19739715
S00000001,44,% of diabetes pop (T2) with recorded eye screen,2012,197273,86.57488677,86.43428767,86.71425265
S08000001,44,% of diabetes pop (T2) with recorded eye screen,2012,16545,88.01468241,87.54259353,88.47123694
S08000002,44,% of diabetes pop (T2) with recorded eye screen,2012,4032,78.16983327,77.02173068,79.27600616
S08000003,44,% of diabetes pop (T2) with recorded eye screen,2012,7064,93.86128089,93.29625979,94.3815474
S08000004,44,% of diabetes pop (T2) with recorded eye screen,2012,14970,87.93984609,87.44204291,88.42052928
S08000005,44,% of diabetes pop (T2) with recorded eye screen,2012,11599,88.62993811,88.07467782,89.16252594
S08000006,44,% of diabetes pop (T2) with recorded eye screen,2012,19692,89.35880565,88.94478337,89.75910786
S08000007,44,% of diabetes pop (T2) with recorded eye screen,2012,45168,86.49725196,86.20143985,86.78769446
S08000008,44,% of diabetes pop (T2) with recorded eye screen,2012,11069,83.91963609,83.28285147,84.53666821
S08000009,44,% of diabetes pop (T2) with recorded eye screen,2012,22117,83.59286416,83.14174272,84.03423191
S08000010,44,% of diabetes pop (T2) with recorded eye screen,2012,26261,85.44330568,85.04459125,85.83316102
S08000011,44,% of diabetes pop (T2) with recorded eye screen,2012,822,93.7286203,91.92546583,95.15034894
S08000012,44,% of diabetes pop (T2) with recorded eye screen,2012,790,89.6708286,87.48590158,91.51128843
S08000013,44,% of diabetes pop (T2) with recorded eye screen,2012,16195,86.12071258,85.6191828,86.60748745
S08000014,44,% of diabetes pop (T2) with recorded eye screen,2012,949,88.69158879,86.65391218,90.45243199
S00000001,45,% of diabetes pop (T1) with recorded pulses,2012,16132,55.91874935,55.34507575,56.49084685
S08000001,45,% of diabetes pop (T1) with recorded pulses,2012,964,43.58047016,41.52691512,45.65628426
S08000002,45,% of diabetes pop (T1) with recorded pulses,2012,318,50.79872204,46.88944122,54.69825956
S08000003,45,% of diabetes pop (T1) with recorded pulses,2012,564,63.44206974,60.22471298,66.54375301
S08000004,45,% of diabetes pop (T1) with recorded pulses,2012,1131,56.94864048,54.75956959,59.1108812
S08000005,45,% of diabetes pop (T1) with recorded pulses,2012,1118,67.83980583,65.54538955,70.05124393
S08000006,45,% of diabetes pop (T1) with recorded pulses,2012,1980,63.27900288,61.5746355,64.9508039
S08000007,45,% of diabetes pop (T1) with recorded pulses,2012,3390,53.25164939,52.0243896,54.47498709
S08000008,45,% of diabetes pop (T1) with recorded pulses,2012,1082,60.34578918,58.06168328,62.58565703
S08000009,45,% of diabetes pop (T1) with recorded pulses,2012,1801,50.23709902,48.60099306,51.87269739
S08000010,45,% of diabetes pop (T1) with recorded pulses,2012,2321,54.20364316,52.70821778,55.69153269
S08000011,45,% of diabetes pop (T1) with recorded pulses,2012,84,70.58823529,61.8610205,78.02774682
S08000012,45,% of diabetes pop (T1) with recorded pulses,2012,106,82.8125,75.34585043,88.36696859
S08000013,45,% of diabetes pop (T1) with recorded pulses,2012,1130,59.44239874,57.21826163,61.62844983
S08000014,45,% of diabetes pop (T1) with recorded pulses,2012,143,77.2972973,70.74137315,82.74260496
S00000001,46,% of diabetes pop (T2) with recorded pulses,2012,163590,71.76038637,71.57522518,71.94481418
S08000001,46,% of diabetes pop (T2) with recorded pulses,2012,11924,63.42890579,62.73773123,64.11459305
S08000002,46,% of diabetes pop (T2) with recorded pulses,2012,3715,71.99612403,70.75494092,73.20457945
S08000003,46,% of diabetes pop (T2) with recorded pulses,2012,5718,75.95642933,74.97796636,76.90841426
S08000004,46,% of diabetes pop (T2) with recorded pulses,2012,12815,75.2495596,74.59573833,75.89199193
S08000005,46,% of diabetes pop (T2) with recorded pulses,2012,10520,80.36055305,79.67114452,81.03214799
S08000006,46,% of diabetes pop (T2) with recorded pulses,2012,17674,80.20147933,79.67011176,80.72231899
S08000007,46,% of diabetes pop (T2) with recorded pulses,2012,39854,76.29604104,75.92941827,76.65879632
S08000008,46,% of diabetes pop (T2) with recorded pulses,2012,9725,73.73009856,72.97218827,74.47419004
S08000009,46,% of diabetes pop (T2) with recorded pulses,2012,17365,65.46160516,64.88719214,66.03154057
S08000010,46,% of diabetes pop (T2) with recorded pulses,2012,17409,56.64226452,56.08742592,57.19544288
S08000011,46,% of diabetes pop (T2) with recorded pulses,2012,576,65.67844926,62.47385986,68.74628234
S08000012,46,% of diabetes pop (T2) with recorded pulses,2012,749,85.01702611,82.5084243,87.22157031
S08000013,46,% of diabetes pop (T2) with recorded pulses,2012,14649,77.89535255,77.29661931,78.48269146
S08000014,46,% of diabetes pop (T2) with recorded pulses,2012,897,83.8317757,81.50540004,85.91608931
S00000001,47,% of diabetes pop (T1) with recorded foot risk,2012,17678,61.27768727,60.71410956,61.83826185
S08000001,47,% of diabetes pop (T1) with recorded foot risk,2012,1248,56.41952984,54.34371574,58.47308488
S08000002,47,% of diabetes pop (T1) with recorded foot risk,2012,422,67.41214058,63.64392378,70.96795324
S08000003,47,% of diabetes pop (T1) with recorded foot risk,2012,615,69.17885264,66.06634335,72.12632151
S08000004,47,% of diabetes pop (T1) with recorded foot risk,2012,1141,57.45216516,55.26533554,59.61022038
S08000005,47,% of diabetes pop (T1) with recorded foot risk,2012,1150,69.7815534,67.52055757,71.95053941
S08000006,47,% of diabetes pop (T1) with recorded foot risk,2012,2092,66.85842122,65.18926133,68.48623634
S08000007,47,% of diabetes pop (T1) with recorded foot risk,2012,3437,53.98994659,52.76355721,55.21152336
S08000008,47,% of diabetes pop (T1) with recorded foot risk,2012,1210,67.48466258,65.28101116,69.6135505
S08000009,47,% of diabetes pop (T1) with recorded foot risk,2012,2019,56.31799163,54.68845641,57.93400093
S08000010,47,% of diabetes pop (T1) with recorded foot risk,2012,2797,65.31994395,63.88119192,66.73123202
S08000011,47,% of diabetes pop (T1) with recorded foot risk,2012,93,78.1512605,69.91062374,84.63116015
S08000012,47,% of diabetes pop (T1) with recorded foot risk,2012,107,83.59375,76.21804068,89.01175022
S08000013,47,% of diabetes pop (T1) with recorded foot risk,2012,1204,63.3350868,61.14394189,65.47244448
S08000014,47,% of diabetes pop (T1) with recorded foot risk,2012,143,77.2972973,70.74137315,82.74260496
S00000001,48,% of diabetes pop (T2) with recorded foot risk,2012,184827,81.0762084,80.91489084,81.23647861
S08000001,48,% of diabetes pop (T2) with recorded foot risk,2012,15565,82.79695728,82.25076127,83.32975184
S08000002,48,% of diabetes pop (T2) with recorded foot risk,2012,4361,84.51550388,83.50278951,85.47686316
S08000003,48,% of diabetes pop (T2) with recorded foot risk,2012,6207,82.45217853,81.57641749,83.29483525
S08000004,48,% of diabetes pop (T2) with recorded foot risk,2012,13043,76.58837346,75.94643683,77.21831727
S08000005,48,% of diabetes pop (T2) with recorded foot risk,2012,10931,83.50011458,82.85445555,84.12611793
S08000006,48,% of diabetes pop (T2) with recorded foot risk,2012,18720,84.94804193,84.46983185,85.4140695
S08000007,48,% of diabetes pop (T2) with recorded foot risk,2012,40539,77.6073972,77.24787528,77.96285874
S08000008,48,% of diabetes pop (T2) with recorded foot risk,2012,11129,84.37452616,83.7448633,84.98417162
S08000009,48,% of diabetes pop (T2) with recorded foot risk,2012,20006,75.41749915,74.89568653,75.93195099
S08000010,48,% of diabetes pop (T2) with recorded foot risk,2012,25831,84.04424923,83.630594,84.44939506
S08000011,48,% of diabetes pop (T2) with recorded foot risk,2012,742,84.60661345,82.0676226,86.8437458
S08000012,48,% of diabetes pop (T2) with recorded foot risk,2012,749,85.01702611,82.5084243,87.22157031
S08000013,48,% of diabetes pop (T2) with recorded foot risk,2012,16120,85.71732426,85.20993886,86.21012031
S08000014,48,% of diabetes pop (T2) with recorded foot risk,2012,884,82.61682243,80.23048474,84.76979091
S00000001,57,T1 smokers,2012,6227,21.58480363,21.11385362,22.06332031
S08000001,57,T1 smokers,2012,468,21.15732369,19.50601045,22.9086459
S08000002,57,T1 smokers,2012,116,18.53035144,15.68177888,21.76281036
S08000003,57,T1 smokers,2012,184,20.69741282,18.16301951,23.48396468
S08000004,57,T1 smokers,2012,459,23.11178248,21.31074205,25.01664401
S08000005,57,T1 smokers,2012,357,21.66262136,19.74082459,23.71622359
S08000006,57,T1 smokers,2012,584,18.66410994,17.33762586,20.06744434
S08000007,57,T1 smokers,2012,1378,21.64624568,20.65182433,22.67486687
S08000008,57,T1 smokers,2012,396,22.08588957,20.22656114,24.06457726
S08000009,57,T1 smokers,2012,745,20.78103208,19.48446329,22.14015452
S08000010,57,T1 smokers,2012,1006,23.49369454,22.24793686,24.78696989
S08000011,57,T1 smokers,2012,20,16.80672269,11.15123808,24.53830032
S08000012,57,T1 smokers,2012,22,17.1875,11.63303141,24.65414957
S08000013,57,T1 smokers,2012,450,23.67175171,21.81520528,25.63449343
S08000014,57,T1 smokers,2012,42,22.7027027,17.25739504,29.25862685
S00000001,58,T2 smokers,2012,40982,17.97716336,17.82007006,18.13533591
S08000001,58,T2 smokers,2012,3446,18.33076227,17.78414546,18.89031974
S08000002,58,T2 smokers,2012,731,14.16666667,13.24183956,15.14480963
S08000003,58,T2 smokers,2012,1239,16.45855473,15.6380504,17.31327454
S08000004,58,T2 smokers,2012,2909,17.08162067,16.52381211,17.65427723
S08000005,58,T2 smokers,2012,2308,17.63043312,16.98714938,18.29270922
S08000006,58,T2 smokers,2012,3244,14.72069701,14.2590403,15.19465171
S08000007,58,T2 smokers,2012,10526,20.15085382,19.80905883,20.49703888
S08000008,58,T2 smokers,2012,1979,15.00379075,14.4045398,15.62342113
S08000009,58,T2 smokers,2012,4696,17.70271799,17.24807409,18.16671501
S08000010,58,T2 smokers,2012,6353,20.67024565,20.22120391,21.12661838
S08000011,58,T2 smokers,2012,108,12.31470924,10.30273617,14.65539478
S08000012,58,T2 smokers,2012,136,15.43700341,13.20168955,17.97243247
S08000013,58,T2 smokers,2012,3130,16.64362438,16.11809278,17.18278095
S08000014,58,T2 smokers,2012,177,16.54205607,14.43616812,18.88733136
S00000001,49,T1 BMI 30+,2012,5709,25.50140707,24.93467257,26.07654802
S08000001,49,T1 BMI 30+,2012,457,27.18619869,25.11307525,29.36335743
S08000002,49,T1 BMI 30+,2012,157,31.58953722,27.65694946,35.80455214
S08000003,49,T1 BMI 30+,2012,200,28.05049088,24.87728371,31.4589557
S08000004,49,T1 BMI 30+,2012,426,27.43077914,25.26946733,29.70347276
S08000005,49,T1 BMI 30+,2012,323,25.0971251,22.80480576,27.53766849
S08000006,49,T1 BMI 30+,2012,598,23.58044164,21.96897977,25.27182454
S08000007,49,T1 BMI 30+,2012,1190,24.3852459,23.20090514,25.60988348
S08000008,49,T1 BMI 30+,2012,377,26.90935046,24.6525044,29.29248128
S08000009,49,T1 BMI 30+,2012,664,27.25779967,25.52633738,29.06087845
S08000010,49,T1 BMI 30+,2012,859,23.9142539,22.54760935,25.3366356
S08000011,49,T1 BMI 30+,2012,21,22.58064516,15.27004202,32.06663974
S08000012,49,T1 BMI 30+,2012,34,40.47619048,30.61943608,51.16595945
S08000013,49,T1 BMI 30+,2012,371,24.56953642,22.46446877,26.8036713
S08000014,49,T1 BMI 30+,2012,32,25.80645161,18.91349682,34.15342349
S00000001,50,T2 BMI 30+,2012,113046,55.43563012,55.21979933,55.65125611
S08000001,50,T2 BMI 30+,2012,9403,54.89520696,54.14899932,55.63921935
S08000002,50,T2 BMI 30+,2012,2586,55.74477258,54.31128678,57.16875165
S08000003,50,T2 BMI 30+,2012,3744,55.5984556,54.40887316,56.78165409
S08000004,50,T2 BMI 30+,2012,8668,57.79051937,56.99820268,58.5788464
S08000005,50,T2 BMI 30+,2012,6725,57.64615121,56.74712053,58.54014781
S08000006,50,T2 BMI 30+,2012,11103,54.62193142,53.93669705,55.30541913
S08000007,50,T2 BMI 30+,2012,24587,53.68926739,53.23227636,54.14563951
S08000008,50,T2 BMI 30+,2012,6487,54.33908527,53.44428229,55.23109655
S08000009,50,T2 BMI 30+,2012,12984,56.64180081,55.9991996,57.28217624
S08000010,50,T2 BMI 30+,2012,15805,56.1516325,55.57113914,56.73044689
S08000011,50,T2 BMI 30+,2012,477,59.69962453,56.25991293,63.04651065
S08000012,50,T2 BMI 30+,2012,356,60.13513514,56.13782271,64.00175801
S08000013,50,T2 BMI 30+,2012,9609,55.44400208,54.70288871,56.18270253
S08000014,50,T2 BMI 30+,2012,512,56.63716814,53.38521562,59.83294931
S00000001,53,T1 SBP <140,2012,19838,80.72759827,80.22964011,81.21595078
S08000001,53,T1 SBP <140,2012,1527,84.4579646,82.7150204,86.05478818
S08000002,53,T1 SBP <140,2012,367,66.00719424,61.97196463,69.82274302
S08000003,53,T1 SBP <140,2012,603,78.92670157,75.89366426,81.67029164
S08000004,53,T1 SBP <140,2012,1264,75.64332735,73.52794994,77.64106808
S08000005,53,T1 SBP <140,2012,1101,78.86819484,76.64887361,80.92906949
S08000006,53,T1 SBP <140,2012,2246,83.99401645,82.55562734,85.33487074
S08000007,53,T1 SBP <140,2012,4405,79.96006535,78.88227835,80.99609726
S08000008,53,T1 SBP <140,2012,1214,81.58602151,79.53613077,83.47323966
S08000009,53,T1 SBP <140,2012,2449,84.1580756,82.78648637,85.43959702
S08000010,53,T1 SBP <140,2012,3090,81.55186065,80.28505824,82.75474812
S08000011,53,T1 SBP <140,2012,89,84.76190476,76.67252613,90.39741772
S08000012,53,T1 SBP <140,2012,75,84.26966292,75.31102751,90.3922779
S08000013,53,T1 SBP <140,2012,1291,77.4909964,75.42356286,79.4319396
S08000014,53,T1 SBP <140,2012,117,78.52348993,71.25667289,84.35645861
S00000001,54,T2 SBP <140,2012,166446,77.16479217,76.98715933,77.34145742
S08000001,54,T2 SBP <140,2012,14031,77.49364851,76.87953526,78.09609743
S08000002,54,T2 SBP <140,2012,3739,75.05018065,73.8295767,76.23218219
S08000003,54,T2 SBP <140,2012,5411,76.53465347,75.53256116,77.50792535
S08000004,54,T2 SBP <140,2012,12069,75.09333001,74.41876613,75.75590093
S08000005,54,T2 SBP <140,2012,9593,77.25698639,76.51132813,77.98578421
S08000006,54,T2 SBP <140,2012,15998,75.22806358,74.64333441,75.80367973
S08000007,54,T2 SBP <140,2012,38454,78.72013757,78.35492905,79.0808292
S08000008,54,T2 SBP <140,2012,9289,74.53859734,73.76623458,75.29583596
S08000009,54,T2 SBP <140,2012,19780,80.92958553,80.43221224,81.41723742
S08000010,54,T2 SBP <140,2012,22941,77.80038661,77.32242633,78.2711041
S08000011,54,T2 SBP <140,2012,625,72.6744186,69.60010742,75.54705845
S08000012,54,T2 SBP <140,2012,475,76.36655949,72.87235491,79.53707266
S08000013,54,T2 SBP <140,2012,13301,73.66526362,73.01782557,74.30263376
S08000014,54,T2 SBP <140,2012,740,73.12252964,70.307453,75.76272172
S00000001,51,T1 HbA1c > 75mmol,2012,9881,39.33832311,38.73586989,39.94403708
S08000001,51,T1 HbA1c > 75mmol,2012,773,38.84422111,36.72620383,41.00522679
S08000002,51,T1 HbA1c > 75mmol,2012,197,36.27992634,32.34523642,40.40738518
S08000003,51,T1 HbA1c > 75mmol,2012,276,37.1967655,33.79330735,40.73211467
S08000004,51,T1 HbA1c > 75mmol,2012,752,42.55800792,40.27121415,44.87709048
S08000005,51,T1 HbA1c > 75mmol,2012,654,44.67213115,42.14268307,47.22946717
S08000006,51,T1 HbA1c > 75mmol,2012,1338,48.9392831,47.06826076,50.81328213
S08000007,51,T1 HbA1c > 75mmol,2012,1972,36.07097128,34.80821699,37.35328737
S08000008,51,T1 HbA1c > 75mmol,2012,557,36.78996037,34.3971097,39.24967927
S08000009,51,T1 HbA1c > 75mmol,2012,1109,40.1084991,38.29656216,41.94788375
S08000010,51,T1 HbA1c > 75mmol,2012,1310,33.33333333,31.87638825,34.82283014
S08000011,51,T1 HbA1c > 75mmol,2012,42,36.20689655,28.03300989,45.26507692
S08000012,51,T1 HbA1c > 75mmol,2012,29,23.2,16.66666667,31.33149542
S08000013,51,T1 HbA1c > 75mmol,2012,801,44.9747333,42.67759952,47.29349932
S08000014,51,T1 HbA1c > 75mmol,2012,71,39.44444444,32.5967049,46.73332704
S00000001,52,T2 HbA1c > 75mmol,2012,32775,15.49916534,15.34554281,15.65404139
S08000001,52,T2 HbA1c > 75mmol,2012,2507,13.97669621,13.47695751,14.49186197
S08000002,52,T2 HbA1c > 75mmol,2012,573,12.52732838,11.59931967,13.51822918
S08000003,52,T2 HbA1c > 75mmol,2012,956,13.65519212,12.87075168,14.47949704
S08000004,52,T2 HbA1c > 75mmol,2012,2280,14.16412996,13.63401886,14.71134167
S08000005,52,T2 HbA1c > 75mmol,2012,1862,15.37572254,14.74424613,16.0291594
S08000006,52,T2 HbA1c > 75mmol,2012,3774,18.29995636,17.77814087,18.83357966
S08000007,52,T2 HbA1c > 75mmol,2012,7929,16.64742069,16.31556919,16.98465198
S08000008,52,T2 HbA1c > 75mmol,2012,1860,15.31999012,14.69027649,15.97164339
S08000009,52,T2 HbA1c > 75mmol,2012,4005,16.74261109,16.27481936,17.22108307
S08000010,52,T2 HbA1c > 75mmol,2012,3836,13.37750654,12.98839802,13.7764264
S08000011,52,T2 HbA1c > 75mmol,2012,151,17.68149883,15.26907049,20.38338563
S08000012,52,T2 HbA1c > 75mmol,2012,104,12.54523522,10.4617727,14.97422857
S08000013,52,T2 HbA1c > 75mmol,2012,2716,15.05209488,14.53778385,15.58128369
S08000014,52,T2 HbA1c > 75mmol,2012,222,21.59533074,19.18812413,24.21404148
S00000001,55,T1 chol >5mmol,2012,6371,30.34821131,29.729909,30.97370463
S08000001,55,T1 chol >5mmol,2012,483,29.70479705,27.53361755,31.97164971
S08000002,55,T1 chol >5mmol,2012,139,28.54209446,24.71117058,32.7089014
S08000003,55,T1 chol >5mmol,2012,231,34.375,30.88183513,38.04579525
S08000004,55,T1 chol >5mmol,2012,435,30,27.69662432,32.40907083
S08000005,55,T1 chol >5mmol,2012,383,30.71371291,28.21576545,33.33012493
S08000006,55,T1 chol >5mmol,2012,595,26.13087396,24.36754023,27.97461277
S08000007,55,T1 chol >5mmol,2012,1373,30.68842199,29.35402328,32.05595603
S08000008,55,T1 chol >5mmol,2012,374,27.74480712,25.42039926,30.19570251
S08000009,55,T1 chol >5mmol,2012,854,35.14403292,33.27058421,37.06437925
S08000010,55,T1 chol >5mmol,2012,1044,31.68437026,30.11789458,33.29350414
S08000011,55,T1 chol >5mmol,2012,23,23.23232323,16.00900136,32.45543326
S08000012,55,T1 chol >5mmol,2012,39,38.61386139,29.70216442,48.35997885
S08000013,55,T1 chol >5mmol,2012,348,26.02842184,23.74741888,28.44678512
S08000014,55,T1 chol >5mmol,2012,50,33.33333333,26.28864566,41.21039231
S00000001,56,T2 chol >5mmol,2012,40774,19.52824541,19.35876736,19.69884473
S08000001,56,T2 chol >5mmol,2012,3539,19.97967594,19.39736361,20.57500708
S08000002,56,T2 chol >5mmol,2012,927,19.54871362,18.44479253,20.70193331
S08000003,56,T2 chol >5mmol,2012,1569,22.78867102,21.81316433,23.79452681
S08000004,56,T2 chol >5mmol,2012,2930,18.35379604,17.76092921,18.96188998
S08000005,56,T2 chol >5mmol,2012,2318,20.01208668,19.29345734,20.75060091
S08000006,56,T2 chol >5mmol,2012,3642,17.52899841,17.0180101,18.05199207
S08000007,56,T2 chol >5mmol,2012,9138,19.56493812,19.20767174,19.92721071
S08000008,56,T2 chol >5mmol,2012,2740,22.87718126,22.13367666,23.63807947
S08000009,56,T2 chol >5mmol,2012,4983,21.13321176,20.61683276,21.65899544
S08000010,56,T2 chol >5mmol,2012,5142,18.09989792,17.65649857,18.55192347
S08000011,56,T2 chol >5mmol,2012,171,20.33293698,17.75049848,23.18517514
S08000012,56,T2 chol >5mmol,2012,195,24.22360248,21.39084954,27.30120586
S08000013,56,T2 chol >5mmol,2012,3236,18.14206425,17.58339611,18.71445208
S08000014,56,T2 chol >5mmol,2012,244,24.97441146,22.3616552,27.78319999
S00000001,65,T1 eGFR<15,2012,129,0.581290555,0.489467004,0.690220636
S08000001,65,T1 eGFR<15,2012,20,1.140250855,0.739336987,1.754721636
S08000002,65,T1 eGFR<15,2012,1,0.204498978,0.036107288,1.149182266
S08000003,65,T1 eGFR<15,2012,2,0.289435601,0.079407936,1.049137044
S08000004,65,T1 eGFR<15,2012,3,0.195185426,0.066401171,0.57231471
S08000005,65,T1 eGFR<15,2012,5,0.377073906,0.161165337,0.87968043
S08000006,65,T1 eGFR<15,2012,18,0.735294118,0.465613508,1.159352803
S08000007,65,T1 eGFR<15,2012,29,0.610012621,0.425071853,0.874710805
S08000008,65,T1 eGFR<15,2012,4,0.306278714,0.119166375,0.78488187
S08000009,65,T1 eGFR<15,2012,16,0.622568093,0.383577191,1.008956055
S08000010,65,T1 eGFR<15,2012,22,0.638421358,0.421985613,0.964791102
S08000011,65,T1 eGFR<15,2012,0,0,0,3.80953892
S08000012,65,T1 eGFR<15,2012,0,0,0,3.345129291
S08000013,65,T1 eGFR<15,2012,8,0.532623169,0.270129131,1.047512778
S08000014,65,T1 eGFR<15,2012,1,0.621118012,0.109724029,3.434041622
S00000001,66,T2 eGFR <15,2012,596,0.278816061,0.257338513,0.302080703
S08000001,66,T2 eGFR <15,2012,57,0.3135486,0.2421074,0.40598492
S08000002,66,T2 eGFR <15,2012,7,0.147585916,0.071508814,0.304353739
S08000003,66,T2 eGFR <15,2012,23,0.331078163,0.220721223,0.496337269
S08000004,66,T2 eGFR <15,2012,33,0.201502107,0.143521195,0.282840293
S08000005,66,T2 eGFR <15,2012,19,0.151611874,0.097084958,0.236690797
S08000006,66,T2 eGFR <15,2012,55,0.25858016,0.19872919,0.336395599
S08000007,66,T2 eGFR <15,2012,161,0.334205173,0.286477323,0.389853516
S08000008,66,T2 eGFR <15,2012,40,0.349162011,0.256531845,0.475080362
S08000009,66,T2 eGFR <15,2012,64,0.263363648,0.206313202,0.336136744
S08000010,66,T2 eGFR <15,2012,74,0.256971212,0.204760411,0.32245196
S08000011,66,T2 eGFR <15,2012,2,0.241254524,0.066184257,0.875363331
S08000012,66,T2 eGFR <15,2012,2,0.235849057,0.064700809,0.855845922
S08000013,66,T2 eGFR <15,2012,57,0.311986864,0.240901126,0.403963826
S08000014,66,T2 eGFR <15,2012,2,0.192678227,0.052854125,0.699813075
S00000001,67,T1 endRenal,2012,337,1.168151409,1.050500414,1.298805798
S08000001,67,T1 endRenal,2012,40,1.808318264,1.330780641,2.452955525
S08000002,67,T1 endRenal,2012,10,1.597444089,0.869962738,2.915369955
